697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
thyroid gland_54y	-	-	UBERON_0002046	BTO_0001379	A
thyroid_gland	-	-	UBERON_0002046	BTO_0001379	A
thyroid-cancer	-	CL_0002293	UBERON_0002370	BTO_0000196	CT
thyroid-gland	-	-	UBERON_0002046	BTO_0001379	A
tibial artery	-	-	UBERON_0007610	-	A
tibial_artery	-	-	UBERON_0007610	-	A
tibial_nerve	-	CL_0002319	UBERON_0001323	-	A
tibial-artery	-	-	UBERON_0007610	-	A
tibial-nerve	-	CL_0002319	UBERON_0001323	-	A
tlymphocyte	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
TM-31	CLO_0050635	CL_0000057	UBERON_0000955	-	CL
TM4	-	-	-	-	-
TMD8	CLO_0037272	CL_0000236	UBERON_0000178	-	CL
TMD8_diffuse_large_B-cell_lymphoma	CLO_0037272	CL_0000236	UBERON_0000178	-	CL
Toledo	CLO_0009382	CL_0000236	UBERON_0000178	-	CL
TOLEDO	CLO_0009382	CL_0000236	UBERON_0000178	-	CL
Toledo_CARM1i	CLO_0009382	CL_0000236	UBERON_0000178	-	CL
tongue	-	-	UBERON_0001723	BTO_0001385	A
tongue adult	-	-	UBERON_0001723	BTO_0001385	A
tongue fetal donor1	-	-	UBERON_0001723	BTO_0001385	A
Tonsil	-	-	UBERON_0002372	BTO_0001387	A
tonsil	-	-	UBERON_0002372	BTO_0001387	A
tonsil adult pool1	-	-	UBERON_0002372	BTO_0001387	A
TOV-21G	CLO_0009385	CL_2000064	UBERON_0000992	BTO_0005183	CL
TPC1	-	CL_0000150	UBERON_0002046	BTO_0006508	CL
TR14	-	CL_0000031	UBERON_0001016	-	CL
Trabecular Meshwork Cells donor1	-	CL_0002367	UBERON_0005969	-	CT
Trabecular Meshwork Cells donor3	-	CL_0002367	UBERON_0005969	-	CT
trachea adult pool1	-	CL_0000307	UBERON_0003126	BTO_0001388	A
trachea fetal donor1	-	CL_0000307	UBERON_0003126	BTO_0001388	A
Tracheal Epithelial Cells donor1	-	CL_0000307	UBERON_0003126	BTO_0001388	CT
Tracheal Epithelial Cells donor2	-	CL_0000307	UBERON_0003126	BTO_0001388	CT
Tracheal Epithelial Cells donor3	-	CL_0000307	UBERON_0003126	BTO_0001388	CT
Transitional AT2->1 cells	-	-	UBERON_0002048	-	CL
transitional-cell carcinoma cell line:5637	CLO_0001421	CL_1001319	UBERON_0001255	BTO_0003137	CL
transitional-cell carcinoma cell line:JMSU1	CLO_0050846	CL_1001319	UBERON_0001255	-	CL
transverse colon	-	-	UBERON_0001157	BTO_0000272	A
Transverse Colon	-	-	UBERON_0001157	BTO_0000272	A
transverse colon_54y	-	-	UBERON_0001157	BTO_0000272	A
transverse_colon	-	-	UBERON_0001157	BTO_0000272	A
transverse-colon	-	-	UBERON_0001157	BTO_0000272	A
Treg	-	CL_0000815	UBERON_0002405	BTO_0004520	CT
Treg_BCC	-	CL_0000815	UBERON_0002405	BTO_0004520	CT
Treg_cell	-	CL_0000815	UBERON_0002405	BTO_0004520	CT
Treg1_t-infiltrating	-	CL_0000815	UBERON_0002405	BTO_0004520	CT
Treg2_t-infiltrating	-	CL_0000815	UBERON_0002405	BTO_0004520	CT
T-REx-293	CLO_0037238	CL_0002518	UBERON_0002113	BTO_0005238	CL
tridermal teratoma cell line:HGRT	CLO_0050118	CL_0002248	UBERON_0002358	-	CL
trigeminal V (ganglion, cranial)	-	CL_0002319	UBERON_0001675	BTO_0001231	A
Trophob_giant_placenta_0	-	CL_0002488	UBERON_0001987	BTO_0005362	CT
Trophob_giant_placenta_1	-	CL_0002488	UBERON_0001987	BTO_0005362	CT
Trophob_giant_placenta_2	-	CL_0002488	UBERON_0001987	BTO_0005362	CT
Trophob_giant_placenta_3	-	CL_0002488	UBERON_0001987	BTO_0005362	CT
Trophoblast	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast cell originated from H1	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast stem cells	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast stem cells_MSX2_KD	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast__CytT	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trophoblast__SynT	-	CL_0000351	UBERON_0000088	BTO_0001079	CT
trunk muscle	-	CL_0000737	UBERON_0001774	-	A
trunk_muscle	-	CL_0000737	UBERON_0001774	-	A
TS543 glioma cells	-	CL_0000125	UBERON_0000955	-	CL
TS576	-	-	UBERON_0000955	-	CL
TSU-1621MT	-	CL_0000763	UBERON_0000178	-	CL
TSU-1621-MT_adult_acute_myeloid_leukemia	-	CL_0000763	UBERON_0000178	-	CL
TSU-1621-MT_adult_acute_myeloid_leukemia_ATRA	-	CL_0000763	UBERON_0000178	-	CL
TT	-	CL_0000570	UBERON_0002046	BTO_0003074	CL
TT_1	-	CL_0000570	UBERON_0002046	BTO_0003074	CL
TT_Esophagus carcinoma	-	CL_0002252	UBERON_0001043	-	CL
TT_hereditary_thyroid_gland_medullary_carcinoma	-	CL_0000570	UBERON_0002046	BTO_0003074	CL
TT1TKB	CLO_0051401	CL_0002253	UBERON_0001052	-	CL
TTC-1240	-	CL_1000497	UBERON_0002113	-	CL
TTC1240_empty	-	CL_1000497	UBERON_0002113	-	CL
TTC-1240_Rhabdoid_tumor_of_the_kidney	-	CL_1000497	UBERON_0002113	-	CL
TTC1240_SMARCB1 FL	-	CL_1000497	UBERON_0002113	-	CL
TTC1240_SMARCB1_delCC	-	CL_1000497	UBERON_0002113	-	CL
TTC1240_SMARCB1_K364del	-	CL_1000497	UBERON_0002113	-	CL
TTC1240_SMARCB1_R377H	-	CL_1000497	UBERON_0002113	-	CL
TTC-549	-	-	UBERON_0002107	-	CL
TTC549_Doxycycline	-	-	UBERON_0002107	-	CL
TTC549_untreated	-	-	UBERON_0002107	-	CL
TtT-97	-	-	UBERON_0002046	-	CL
tubular adenocarcinoma cell line:SUIT-2	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
TUHR10TKB	CLO_0050896	CL_1000497	UBERON_0002113	BTO_0003732	CL
Tumor_1_BCC	-	CL_0001063	-	-	CT
Tumor_3_BCC	-	CL_0001063	-	-	CT
Tumor_4_BCC	-	CL_0001063	-	-	CT
tumormodel3691	-	-	UBERON_0000955	-	CT
Ty-82	-	CL_0002293	UBERON_0002370	-	CL
U118	CLO_0009451	CL_0000125	UBERON_0000955	BTO_0004605	CL
U-2 OS	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U251	-	CL_0000125	UBERON_0000955	BTO_0006221	CL
U266	CLO_0009457	CL_0000763	UBERON_0000178	BTO_0001594	CL
U266_plasma_cell_myeloma	CLO_0009457	CL_0000763	UBERON_0000178	BTO_0001594	CL
U266B1	CLO_0009458	CL_0000236	UBERON_0000178	-	CL
U2932	-	CL_0000236	UBERON_0000178	-	CL
U2932_diffuse_large_B-cell_lymphoma	-	CL_0000236	UBERON_0000178	-	CL
U2OS	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2-OS	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_DMSO	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_Doxy	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_DXR	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_HEAT	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_HEAT_20	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_NUT	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_SHHIC5	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_SHMYC	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_SHNS	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_SHRCTR	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_UV_16H	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_osteosarcoma_UV_8H	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_siMLL3.1	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS_siNC	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-6an	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-actd	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-actd-ps15	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-actd-ps46	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS-anaphase/telophase	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-dmso	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-eto	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-eto-ps15	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
u2os-eto-ps46	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS-interphase	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U2OS-prometaphase	CLO_0009454	CL_0001035	UBERON_0002481	BTO_0001938	CL
U343	-	CL_0000125	UBERON_0000955	BTO_0006221	CL
u87	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87 GBM	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87 GBM_Mock	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_EGFRvIII_erlotinib	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_EGFRvIII_FBS	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_EGFRvIII_shFOXG1_FBS	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_EGFRvIII_shSCR_FBS	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_EGFRvIII_shSOX9_FBS	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_FBS	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87_glioblastoma	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U-87MG	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U87MGglioblastoma	CLO_0009464	CL_0000127	UBERON_0000955	BTO_0002036	CL
U-936	-	-	-	-	-
U937	CLO_0009465	CL_0000576	UBERON_0000178	-	CL
U-937	CLO_0009465	CL_0000576	UBERON_0000178	-	CL
U-937 DE-4	CLO_0050122	CL_0000576	UBERON_0000178	BTO_0001412	CL
U937_adult_acute_monocytic_leukemia	CLO_0009465	CL_0000576	UBERON_0000178	-	CL
U937-AE	CLO_0009465	CL_0000576	UBERON_0000178	BTO_0001412	CL
UACC257	CLO_0037135	CL_2000000	UBERON_0001003	BTO_0004233	CL
UACC-257	CLO_0037135	CL_2000000	UBERON_0001003	BTO_0004233	CL
UACC62	-	CL_2000000	UBERON_0001003	BTO_0004152	CL
UACC-62	-	CL_2000000	UBERON_0001003	BTO_0004152	CL
UAE	CLO_0009465	CL_0000576	UBERON_0000178	-	CL
UAE_ZINC	CLO_0009465	CL_0000576	UBERON_0000178	-	CL
UCEC	-	CL_0002149	UBERON_0001295	BTO_0003871	CT
UCH1_DMSO_48h	-	CL_0000236	UBERON_0000178	-	CL
UCLA1_hESCs	-	CL_0002322	UBERON_0000922	-	CL
UCLA1-hESCs	-	CL_0002322	UBERON_0000922	-	CL
UCSD_Adipose_Tissue	-	CL_0000136	UBERON_0001013	BTO_0001487	A
UCSD_Adrenal_Gland	-	CL_0000150	UBERON_0002369	BTO_0000047	A
UCSD_Aorta	-	-	UBERON_0000947	BTO_0000135	A
UCSD_Bladder	-	CL_1001319	UBERON_0001255	BTO_0000123	A
UCSD_Esophagus	-	CL_0002252	UBERON_0001043	BTO_0000959	A
UCSD_Gastric	-	CL_0002178	UBERON_0000945	BTO_0001307	A
UCSD_Left_Ventricle	-	CL_0002494	UBERON_0002084	BTO_0001629	A
UCSD_Lung	-	CL_0000082	UBERON_0002048	BTO_0000763	A
UCSD_Ovary	-	-	UBERON_0000992	BTO_0000975	A
UCSD_Pancreas	-	-	UBERON_0001264	BTO_0000988	A
UCSD_Psoas_Muscle	-	CL_0000737	UBERON_0008450	BTO_0001140	A
UCSD_Right_Atrium	-	CL_0002494	UBERON_0002078	BTO_0001703	A
UCSD_Right_Ventricle	-	CL_0002494	UBERON_0002080	BTO_0001630	A
UCSD_Sigmoid_Colon	-	CL_0011108	UBERON_0001159	BTO_0000645	A
UCSD_Small_Intestine	-	CL_0002254	UBERON_0002108	BTO_0000651	A
UCSD_Spleen	-	-	UBERON_0002106	BTO_0001281	A
UCSD_Thymus	-	CL_0002293	UBERON_0002370	BTO_0001374	A
UCSD-AML1	-	CL_0000763	UBERON_0002371	-	CT
UCSF_4	-	CL_0002322	UBERON_0000922	-	CL
UCSF-4	-	CL_0002322	UBERON_0000922	-	CL
UISO_virus_negative	-	-	UBERON_0002097	-	CL
umbilical cord fetal donor1	-	-	UBERON_0002331	BTO_0001415	A
umbilical cord Fibroblast	-	CL_0000057	UBERON_0002331	-	CT
umbilical cord-derived mesenchymal stem cells_old	-	CL_0000134	UBERON_0002331	-	CT
umbilical cord-derived mesenchymal stem cells_Young	-	CL_0000134	UBERON_0002331	-	CT
Umbilical Vein Endothelial Cell	-	CL_0002618	UBERON_0002331	BTO_0004296	CT
umbilical_vein_endothelial_cells	-	CL_0002618	UBERON_0002331	BTO_0004296	CT
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0	-	CL_0000134	UBERON_0002331	-	CT
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_3	-	CL_0000134	UBERON_0002331	-	CT
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_6	-	CL_0000134	UBERON_0002331	-	CT
umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_0	-	CL_0000134	UBERON_0002331	-	CT
umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_3	-	CL_0000134	UBERON_0002331	-	CT
umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_6	-	CL_0000134	UBERON_0002331	-	CT
UMR-106	-	-	-	-	-
UM-RC-6	-	CL_1000497	UBERON_0002113	-	CL
UMUC1_sonic_pSIN-puro H1146A/E1148A-mutant UTX	-	CL_1001319	UBERON_0001255	BTO_0006457	CT
UMUC1_sonic_pSIN-puro_EV	-	CL_1001319	UBERON_0001255	BTO_0006457	CT
UMUC1_sonic_pSIN-puro_WTUTX	-	CL_1001319	UBERON_0001255	BTO_0006457	CT
Undifferentiated Pleomorphic Sarcoma	-	-	UBERON_0002384	BTO_0003646	CT
Universal RNA - Human Normal Tissues Biochain pool1	-	-	-	-	-
UNK_BM0106	-	-	UBERON_0002371	-	CT
Unknown.6_eye	-	-	UBERON_0000970	BTO_0000439	A
UO31	-	CL_1000497	UBERON_0002113	BTO_0004234	CL
UO-31	-	CL_1000497	UBERON_0002113	BTO_0004234	CL
UPCI-SCC-090	-	CL_0000076	UBERON_0001723	-	CL
upper lobe of left lung	-	CL_0000082	UBERON_0008952	-	A
upper_lobe_of_left_lung	-	CL_0000082	UBERON_0008952	-	A
upper-lobe-of-left-lung	-	CL_0000082	UBERON_0008952	-	A
UPR9_hematopoietic_stem_cells	-	CL_0000037	UBERON_0002371	-	-
Ureagenesis	-	CL_0002518	UBERON_0002113	-	-
Ureteric_bud_kidney_2	-	CL_0000068	UBERON_0000084	-	CT
Ureteric_bud_kidney_3	-	CL_0000068	UBERON_0000084	-	CT
Urothelial cells donor0	-	CL_0000731	UBERON_0001255	BTO_0005781	CT
Urothelial Cells donor1	-	CL_0000731	UBERON_0001255	BTO_0005781	CT
Urothelial Cells donor2	-	CL_0000731	UBERON_0001255	BTO_0005781	CT
Urothelial Cells donor3	-	CL_0000731	UBERON_0001255	BTO_0005781	CT
Urothelial_cell	-	CL_0000731	UBERON_0001255	BTO_0005781	CT
UTEIPS11	-	CL_0002248	-	-	CL
UTEIPS4	-	CL_0002248	-	-	CL
UTEIPS6	-	CL_0002248	-	-	CL
UTEIPS7	-	CL_0002248	-	-	CL
Uterus	-	CL_0002149	UBERON_0000995	BTO_0001424	A
uterus	-	CL_0002149	UBERON_0000995	BTO_0001424	A
uterus adult pool1	-	CL_0002149	UBERON_0000995	BTO_0001424	A
uterus fetal donor1	-	CL_0002149	UBERON_0000995	BTO_0001424	A
V1009	-	CL_0011108	UBERON_0001155	-	-
V1024	-	CL_0011108	UBERON_0001155	-	-
V1051	-	CL_0011108	UBERON_0001155	-	-
V1058	-	CL_0011108	UBERON_0001155	-	-
V1074	-	CL_0011108	UBERON_0001155	-	-
V1106	-	CL_0011108	UBERON_0001155	-	-
V206	-	CL_0011108	UBERON_0001155	-	CL
V389	-	CL_0011108	UBERON_0001155	-	CL
V411	-	CL_0011108	UBERON_0001155	-	-
V429	-	CL_0011108	UBERON_0001155	-	CL
V429_2	-	CL_0011108	UBERON_0001155	-	CL
V456	-	CL_0011108	UBERON_0001155	-	CL
V457	-	CL_0011108	UBERON_0001155	-	-
V481	-	CL_0011108	UBERON_0001155	-	CL
V5	-	CL_0011108	UBERON_0000059	-	-
V703	-	CL_0011108	UBERON_0001155	-	-
V784	-	CL_0011108	UBERON_0001155	-	-
V852	-	CL_0011108	UBERON_0001155	-	-
V855	-	CL_0011108	UBERON_0001155	-	-
V866	-	CL_0011108	UBERON_0001155	-	-
V940	-	CL_0011108	UBERON_0001155	-	-
V968	-	CL_0011108	UBERON_0001155	-	-
V9M	-	CL_0011108	UBERON_0001052	-	-
V9P	-	CL_0011108	UBERON_0001052	-	-
VA13_transformed_lung_fibroblasts	-	CL_0002553	UBERON_0002048	BTO_0003065	CL
VACO 400	-	CL_0011108	UBERON_0001155	BTO_0004764	CL
VACO 503	-	CL_0011108	UBERON_0001155	-	CL
VACO 9m	-	CL_0011108	UBERON_0001155	-	CL
VACO_400	-	CL_0011108	UBERON_0001155	BTO_0004764	CL
VACO_503	-	CL_0011108	UBERON_0001155	-	CL
VACO_9m	-	CL_0011108	UBERON_0001155	-	CL
vagina	-	CL_1001578	UBERON_0000996	-	A
Vagina	-	CL_1001578	UBERON_0000996	-	A
vagina adult	-	CL_1001578	UBERON_0000996	-	A
Vascular Endothelial Cell	-	CL_0002139	UBERON_0001986	BTO_0001854	CT
Vascular_endo_adrenal	-	CL_0002139	UBERON_0002369	-	CT
Vascular_endo_cerebrum	-	CL_2000044	UBERON_0000955	-	CT
Vascular_endo_eye	-	CL_0002139	UBERON_0000970	-	CT
Vascular_endo_heart	-	CL_0010008	UBERON_0000948	-	CT
Vascular_endo_intestine	-	CL_0002139	UBERON_0000160	-	CT
Vascular_endo_liver	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endo_liver_0	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endo_liver_2	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endo_muscle	-	CL_0002139	UBERON_0005090	-	CT
Vascular_endo_pancreas	-	CL_0002139	UBERON_0001264	-	CT
Vascular_endo_placenta	-	CL_0009092	UBERON_0001987	-	CT
Vascular_endo_spleen	-	CL_2000053	UBERON_0002106	-	CT
Vascular_endo_stomach	-	CL_0002139	UBERON_0000945	-	CT
Vascular_endo_thymus	-	CL_0002139	UBERON_0002370	-	CT
Vascular_endothelial_adrenal	-	CL_0002139	UBERON_0002369	-	CT
Vascular_endothelial_cerebrum	-	CL_2000044	UBERON_0000955	-	CT
Vascular_endothelial_eye	-	CL_0002139	UBERON_0000970	-	CT
Vascular_endothelial_heart	-	CL_0010008	UBERON_0000948	-	CT
Vascular_endothelial_intestine	-	CL_0002139	UBERON_0000160	-	CT
Vascular_endothelial_liver	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endothelial_liver_0	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endothelial_liver_2	-	CL_0002139	UBERON_0002107	-	CT
Vascular_endothelial_muscle	-	CL_0002139	UBERON_0005090	-	CT
Vascular_endothelial_pancreas	-	CL_0002139	UBERON_0001264	-	CT
Vascular_endothelial_placenta	-	CL_0009092	UBERON_0001987	-	CT
Vascular_endothelial_spleen	-	CL_2000053	UBERON_0002106	-	CT
Vascular_endothelial_stomach	-	CL_0002139	UBERON_0000945	-	CT
Vascular_endothelial_thymus	-	CL_0002139	UBERON_0002370	-	CT
VCaP	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
vcap	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_and_LTAD_cells	-	CL_0002231	UBERON_0002367	-	CL
VCaP_prostate_carcinoma	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHAT_18H	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHAT_2H	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHT	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHT24H	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHT24H_SHFOXA1	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHT24H_SHFOXP1	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_DHT24H_SHRUNX1	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_E2	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_E2_ERA	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_ETOH	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_ETOH24H	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_10C26	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_10C30	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_1C26	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_1C30	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_30M	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_R1881_4H	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SH1_DHT	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SH1_R1881	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SH2_DHT	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SH2_R1881	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SH3_DHT	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SHCTR_R1881	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP_prostate_carcinoma_SHPIAS1_R1881	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
vcap-dht-mdv3100	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
vcap-dmso	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
vcap-jq1	CLO_0037117	CL_0002231	UBERON_0002367	BTO_0003215	CL
VCaP-LTAD	-	CL_0002231	UBERON_0002367	-	CL
VCS2_prostate_carcinoma	-	CL_0002231	UBERON_0002367	-	CL
vein adult	-	-	UBERON_0001638	-	A
VentricleLeft	-	CL_0002494	UBERON_0002084	BTO_0001629	A
VentricleRight	-	CL_0002494	UBERON_0002080	BTO_0001630	A
VH10_NO_UV	-	CL_1001608	UBERON_0001332	-	CL
vHMEC	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
visceral adipocytes	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CS_H507	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CS_VC02	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CS_VC04	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CS_VC06	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CTL_H425	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CTL_H465	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CTL_HCTR10	-	CL_0000136	UBERON_0035818	-	CT
visceral adipose_CTL_HCTR13	-	CL_0000136	UBERON_0035818	-	CT
VISTA	-	-	-	-	-
VU-SCC-147	-	CL_1001576	UBERON_0000165	-	CL
WA01	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells_EMB	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells_MESEN	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells_MESEN_STEM	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells_NEUR	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA01_H1_human_embryonic_stem_cells_TROP	-	CL_0002322	UBERON_0000922	BTO_0006060	CL
WA09	-	CL_0002322	UBERON_0000922	BTO_0006062	CL
WA09_embryonic_stem_cells	-	CL_0002322	UBERON_0000922	BTO_0006062	CL
Waga_virus_positive	-	CL_0000242	UBERON_0001003	-	CL
WA-hT	CLO_0050041	CL_0000082	UBERON_0002048	-	CL
WERI-Rb1	CLO_0009584	CL_0009004	UBERON_0000966	-	CL
WERI-Rb-1	CLO_0009584	CL_0009004	UBERON_0000966	-	CL
WERI-Rb-1_retinoblastoma	CLO_0009584	CL_0009004	UBERON_0000966	-	CL
WHIM12	-	CL_0002327	UBERON_0000310	-	CL
White_Matter	-	CL_0000540	UBERON_0002316	BTO_0000236	A
Whole blood (ribopure) donor090309 donation1	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090309 donation2	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090309 donation3	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090325 donation1	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090325 donation2	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090612 donation1	-	CL_0000988	UBERON_0000178	-	A
Whole blood (ribopure) donor090612 donation2	-	CL_0000988	UBERON_0000178	-	A
